https://static.parastorage.com/client/pfavico.ico	5cf195a3b8a81fd7.ico	1150
https://static.parastorage.com/services/santa-resources/resources/viewer/editorUI/fonts.v19.png	ec88a05df6647dee.png	476525
https://static.wixstatic.com/media/01ab6619093f45388d66736ec22e5885.png/v1/fill/w_30,h_30,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01ab6619093f45388d66736ec22e5885.png	74d5ed47d7300ea7.png	1102
https://static.wixstatic.com/media/01ab6619093f45388d66736ec22e5885.png/v1/fill/w_60,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01ab6619093f45388d66736ec22e5885.png	8b963c2a82f44a90.png	1827
https://static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_30,h_30,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	bbc6ffeb3bc97463.png	903
https://static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_60,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	37a03c250af15c0c.png	1293
https://static.wixstatic.com/media/6abcaa_571ab7d1838541f389c93bf0537e7964~mv2.jpg/v1/fill/w_147,h_268,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/6abcaa_571ab7d1838541f389c93bf0537e7964~mv2.jpg	30d22a0c47bf4ecd.jpg	2400
https://static.wixstatic.com/media/6abcaa_6928716d2c7c4f20be2c2cb5aa64ec67~mv2.png/v1/fill/w_49,h_33,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/6abcaa_6928716d2c7c4f20be2c2cb5aa64ec67~mv2.png	1613b3c717a281f2.png	4877
https://static.wixstatic.com/media/6abcaa_804ff90d05704b38a3d584d5121d0381~mv2.png/v1/fill/w_104,h_104,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/6b.png	93c8993e212554ed.png	8059
https://static.wixstatic.com/media/6abcaa_804ff90d05704b38a3d584d5121d0381~mv2.png/v1/fill/w_208,h_208,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/6b.png	863d1f3d8d093394.png	18611
https://static.wixstatic.com/media/6abcaa_d5ad9b84cdb84c128f1ba0a0fa6f63b8~mv2.jpg/v1/crop/x_0,y_333,w_1440,h_1440/fill/w_231,h_222,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/21206Beadshot.jpg	177d78b0b006fc51.jpg	15995
https://static.wixstatic.com/media/6abcaa_d5ad9b84cdb84c128f1ba0a0fa6f63b8~mv2.jpg/v1/crop/x_0,y_333,w_1440,h_1440/fill/w_462,h_444,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/21206Beadshot.jpg	90761673b6eb3419.jpg	53211
https://static.wixstatic.com/media/6abcaa_e78104f9dd23436fbedd36be7e55b1af~mv2.jpeg/v1/fill/w_123,h_76,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/6abcaa_e78104f9dd23436fbedd36be7e55b1af~mv2.jpeg	54b9cf4c4ffaf4ae.jpeg	2273
https://static.wixstatic.com/media/7528824071724d12a3e6c31eee0b40d4.png/v1/fill/w_30,h_30,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/7528824071724d12a3e6c31eee0b40d4.png	0e5d1c36d75a169b.png	999
https://static.wixstatic.com/media/7528824071724d12a3e6c31eee0b40d4.png/v1/fill/w_60,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/7528824071724d12a3e6c31eee0b40d4.png	1d8c7be831922e64.png	1500
https://static.wixstatic.com/media/81af6121f84c41a5b4391d7d37fce12a.png/v1/fill/w_30,h_30,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/81af6121f84c41a5b4391d7d37fce12a.png	ace1edcd22129dbe.png	1259
https://static.wixstatic.com/media/81af6121f84c41a5b4391d7d37fce12a.png/v1/fill/w_60,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/81af6121f84c41a5b4391d7d37fce12a.png	02303530f0c79d1d.png	1978
https://static.wixstatic.com/media/e5a7dd170fb04ed3b8eb8144b649651f.png/v1/fill/w_30,h_30,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/e5a7dd170fb04ed3b8eb8144b649651f.png	9a8a8c49f0ae5715.png	929
https://static.wixstatic.com/media/e5a7dd170fb04ed3b8eb8144b649651f.png/v1/fill/w_60,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/e5a7dd170fb04ed3b8eb8144b649651f.png	3b17dd898590b8b5.png	1348
